Index,Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas
296,2023/06/04 1:28:19 PM GMT+5:325,23,Female,Multiple times a week,Beauty and Personal Care,Sometimes,Few times a week,Filter,First page,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Heavily,Yes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste
297,2023/06/04 1:28:19 PM GMT+5:326,22,Female,Once a week,Clothing and Fashion,Sometimes,Few times a month,Filter,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste
298,2023/06/04 1:28:19 PM GMT+5:327,32,Prefer not to say,Once a month,Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Never,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,3,Sometimes,3,4,Product recommendations,Reducing packaging waste
299,2023/06/04 1:28:19 PM GMT+5:328,47,Female,Once a month,Clothing and Fashion,No,Multiple times a day,categories,Multiple pages,2,Yes,Often,High shipping costs,Sometimes,Yes,Moderately,Yes,3,Sometimes,2,3,User-friendly website or app interface,Shipping speed and reliability
300,2023/06/04 1:28:19 PM GMT+5:329,22,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Yes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste
301,2023/06/04 1:28:19 PM GMT+5:330,47,Male,Few times a month,"Clothing and Fashion,Home and Kitchen,others",No,Few times a week,Filter,Multiple pages,2,Yes,Often,Changed my mind or no longer need the item,Often,No,Moderately,No,3,Yes,2,2,Competitive prices,Product quality and accuracy
302,2023/06/04 1:28:19 PM GMT+5:331,22,Female,Few times a month,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion,Home and Kitchen,others",No,Multiple times a day,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Often,No,Heavily,Yes,1,Sometimes,2,1,Competitive prices,Customer service responsiveness
303,2023/06/04 1:28:19 PM GMT+5:332,45,Prefer not to say,Once a month,"Groceries and Gourmet Food,Beauty and Personal Care",Sometimes,Rarely,others,First page,5,Maybe,Never,others,Never,No,Never,Sometimes,5,Sometimes,5,5,User-friendly website or app interface,Product quality and accuracy
304,2023/06/04 1:28:19 PM GMT+5:333,21,Male,Less than once a month,others,Sometimes,Rarely,others,First page,4,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,No,Rarely,No,4,Sometimes,4,4,Wide product selection,Shipping speed and reliability
305,2023/06/04 1:28:19 PM GMT+5:334,27,Others,Few times a month,"Beauty and Personal Care,Clothing and Fashion",No,Few times a month,categories,Multiple pages,2,No,Often,Found a better price elsewhere,Often,Yes,Heavily,No,2,Yes,2,2,Wide product selection,Product quality and accuracy
306,2023/06/04 1:28:19 PM GMT+5:335,37,Male,Less than once a month,"Groceries and Gourmet Food,Home and Kitchen,others",Sometimes,Few times a week,Keyword,Multiple pages,1,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Sometimes,2,Sometimes,2,1,Wide product selection,Customer service responsiveness
307,2023/06/04 1:28:19 PM GMT+5:336,33,Female,Multiple times a week,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion,Home and Kitchen,others",No,Few times a month,categories,Multiple pages,1,Yes,Always,Changed my mind or no longer need the item,Often,Yes,Moderately,Yes,2,No,3,2,Wide product selection,Reducing packaging waste
308,2023/06/04 1:28:19 PM GMT+5:337,22,Others,Once a week,Beauty and Personal Care,No,Few times a month,categories,First page,3,No,Often,Changed my mind or no longer need the item,Often,No,Occasionally,No,2,No,2,3,Product recommendations,Customer service responsiveness
309,2023/06/04 1:28:19 PM GMT+5:338,25,Male,Few times a month,"Clothing and Fashion,Home and Kitchen",No,Multiple times a day,Filter,Multiple pages,3,No,Often,Changed my mind or no longer need the item,Often,No,Moderately,No,3,No,3,3,Wide product selection,Product quality and accuracy
310,2023/06/04 1:28:19 PM GMT+5:339,28,Female,Few times a month,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion,Home and Kitchen,others",Yes,Multiple times a day,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Often,No,Moderately,Yes,1,Yes,1,1,Product recommendations,Customer service responsiveness
311,2023/06/04 1:28:19 PM GMT+5:340,17,Prefer not to say,Few times a month,"Clothing and Fashion,Home and Kitchen,others",No,Rarely,Filter,First page,3,No,Often,Changed my mind or no longer need the item,Never,No,Never,Sometimes,5,Sometimes,5,5,User-friendly website or app interface,Shipping speed and reliability
312,2023/06/04 1:28:19 PM GMT+5:341,16,Male,Once a month,"Clothing and Fashion,others",No,Rarely,Keyword,First page,4,No,Sometimes,Changed my mind or no longer need the item,Rarely,No,Heavily,No,4,No,4,4,User-friendly website or app interface,Customer service responsiveness
313,2023/06/04 1:28:19 PM GMT+5:342,32,Male,Less than once a month,"Groceries and Gourmet Food,Beauty and Personal Care,others",Yes,Multiple times a day,Keyword,Multiple pages,1,Maybe,Often,Changed my mind or no longer need the item,Often,No,Moderately,Sometimes,2,Sometimes,2,1,Wide product selection,Customer service responsiveness
314,2023/06/04 1:28:19 PM GMT+5:343,27,Female,Once a month,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion,Home and Kitchen",No,Few times a month,categories,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Often,No,Heavily,No,1,No,2,2,Wide product selection,Product quality and accuracy
315,2023/06/04 1:28:19 PM GMT+5:344,18,Female,Few times a month,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion",No,Few times a week,Keyword,Multiple pages,2,No,Often,High shipping costs,Often,Yes,Heavily,Sometimes,1,No,2,2,Competitive prices,Shipping speed and reliability
316,2023/06/04 1:28:19 PM GMT+5:345,37,Male,Less than once a month,others,No,Rarely,others,First page,3,No,Often,Changed my mind or no longer need the item,Never,No,Heavily,Sometimes,4,Yes,4,4,Wide product selection,Product quality and accuracy
317,2023/06/04 1:28:19 PM GMT+5:346,28,Male,Once a month,Clothing and Fashion,Yes,Few times a week,categories,Multiple pages,1,No,Sometimes,others,Sometimes,Yes,Heavily,Yes,2,Sometimes,3,3,Product recommendations,Product quality and accuracy
318,2023/06/04 1:28:19 PM GMT+5:347,48,Female,Less than once a month,Beauty and Personal Care,Sometimes,Rarely,categories,First page,5,Yes,Always,Found a better price elsewhere,Rarely,No,Occasionally,Yes,3,Yes,3,2,Competitive prices,Shipping speed and reliability
319,2023/06/04 1:28:19 PM GMT+5:348,50,Female,Multiple times a week,Home and Kitchen,Yes,Multiple times a day,others,Multiple pages,3,Yes,Sometimes,Found a better price elsewhere,Always,Yes,Moderately,Yes,2,Yes,3,3,Wide product selection,Product quality and accuracy
320,2023/06/04 1:28:19 PM GMT+5:349,24,Female,Few times a month,"Clothing and Fashion,Home and Kitchen",No,Few times a week,Keyword,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Yes,3,Sometimes,3,2,Competitive prices,User interface of app
321,2023/06/04 1:28:19 PM GMT+5:350,40,Female,Few times a month,"Beauty and Personal Care,Clothing and Fashion,others",No,Few times a week,categories,First page,1,No,Always,Found a better price elsewhere,Sometimes,No,Never,Sometimes,5,Sometimes,3,4,Product recommendations,Product quality and accuracy
322,2023/06/04 1:28:19 PM GMT+5:351,25,Female,Multiple times a week,"Beauty and Personal Care,Clothing and Fashion,Home and Kitchen",No,Multiple times a day,Filter,Multiple pages,1,Yes,Always,High shipping costs,Always,Yes,Heavily,Yes,1,Yes,1,3,Quick delivery,Reducing packaging waste
323,2023/06/04 1:28:19 PM GMT+5:352,31,Male,Once a week,"Beauty and Personal Care,Home and Kitchen,others",No,Multiple times a day,Keyword,Multiple pages,4,Yes,Always,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Yes,2,Yes,3,1,Competitive prices,Product quality and accuracy
324,2023/06/04 1:28:19 PM GMT+5:353,18,Female,Once a month,Clothing and Fashion,No,Few times a month,Keyword,Multiple pages,2,No,Sometimes,Changed my mind or no longer need the item,Always,Yes,Heavily,Yes,1,Yes,5,3,User-friendly website or app interface,Shipping speed and reliability
325,2023/06/04 1:28:19 PM GMT+5:354,26,Female,Once a week,Beauty and Personal Care,Yes,Few times a month,categories,Multiple pages,1,Yes,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,1,Yes,1,1,Wide product selection,Product quality and accuracy
326,2023/06/04 1:28:19 PM GMT+5:355,16,Female,Less than once a month,"Clothing and Fashion,Home and Kitchen",No,Few times a month,Keyword,Multiple pages,1,Yes,Often,others,Rarely,Yes,Heavily,Sometimes,1,Sometimes,3,3,Wide product selection,Product quality and accuracy
327,2023/06/04 1:28:19 PM GMT+5:356,18,Male,Once a week,"Beauty and Personal Care,Clothing and Fashion",Sometimes,Multiple times a day,categories,First page,3,No,Often,Found a better price elsewhere,Sometimes,No,Moderately,No,3,No,3,2,Competitive prices,Reducing packaging waste
328,2023/06/04 1:28:19 PM GMT+5:357,40,Male,Less than once a month,"Home and Kitchen,others",No,Few times a week,Keyword,Multiple pages,3,No,Often,Found a better price elsewhere,Often,No,Moderately,No,2,No,2,2,Competitive prices,Product quality and accuracy
329,2023/06/04 1:28:19 PM GMT+5:358,19,Female,Few times a month,"Beauty and Personal Care,Clothing and Fashion",Yes,Multiple times a day,Keyword,Multiple pages,1,Maybe,Often,Found a better price elsewhere,Often,Yes,Heavily,Yes,1,Yes,1,1,Wide product selection,Customer service responsiveness
330,2023/06/04 1:28:19 PM GMT+5:359,16,Prefer not to say,Few times a month,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion,Home and Kitchen,others",Sometimes,Few times a week,Filter,Multiple pages,2,Yes,Sometimes,Changed my mind or no longer need the item,Often,No,Moderately,Sometimes,2,No,1,1,User-friendly website or app interface,Shipping speed and reliability
331,2023/06/04 1:28:19 PM GMT+5:360,43,Male,Less than once a month,"Groceries and Gourmet Food,Home and Kitchen",No,Rarely,Keyword,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Sometimes,1,Sometimes,3,2,Wide product selection,Customer service responsiveness
332,2023/06/04 1:28:19 PM GMT+5:361,25,Prefer not to say,Once a week,"Clothing and Fashion,Home and Kitchen,others",No,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Often,No,Occasionally,No,4,No,2,3,Competitive prices,Reducing packaging waste
333,2023/06/04 1:28:19 PM GMT+5:362,22,Female,Once a month,"Beauty and Personal Care,Clothing and Fashion,others",Sometimes,Multiple times a day,Keyword,Multiple pages,1,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,1,Sometimes,2,1,Competitive prices,Product quality and accuracy
334,2023/06/04 1:28:19 PM GMT+5:363,17,Prefer not to say,Once a month,"Clothing and Fashion,others",Sometimes,Few times a month,categories,First page,3,No,Often,Changed my mind or no longer need the item,Often,No,Moderately,Sometimes,4,Sometimes,4,4,Wide product selection,Customer service responsiveness
335,2023/06/04 1:28:19 PM GMT+5:364,34,Male,Less than once a month,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion,Home and Kitchen,others",Sometimes,Multiple times a day,Keyword,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Often,Yes,Heavily,Sometimes,1,Yes,1,1,Competitive prices,Customer service responsiveness
336,2023/06/04 1:28:19 PM GMT+5:365,30,Prefer not to say,Few times a month,"Beauty and Personal Care,Clothing and Fashion,Home and Kitchen,others",Sometimes,Few times a month,others,First page,4,Maybe,Sometimes,High shipping costs,Often,No,Moderately,Sometimes,2,Sometimes,4,3,User-friendly website or app interface,Reducing packaging waste
337,2023/06/04 1:28:19 PM GMT+5:366,31,Others,Once a month,Home and Kitchen,Sometimes,Few times a week,Filter,First page,3,No,Often,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,4,No,2,2,Wide product selection,Reducing packaging waste
338,2023/06/04 1:28:19 PM GMT+5:367,31,Female,Few times a month,"Clothing and Fashion,Home and Kitchen",Sometimes,Few times a week,categories,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Often,No,Moderately,No,2,No,2,2,Competitive prices,Shipping speed and reliability
339,2023/06/04 1:28:19 PM GMT+5:368,34,Prefer not to say,Multiple times a week,Beauty and Personal Care,Yes,Multiple times a day,Keyword,Multiple pages,1,Yes,Always,High shipping costs,Always,Yes,Heavily,Yes,5,Yes,5,5,Wide product selection,Product quality and accuracy
340,2023/06/04 1:28:19 PM GMT+5:369,26,Female,Once a month,Clothing and Fashion,No,Few times a week,categories,Multiple pages,1,Yes,Always,High shipping costs,Often,Yes,Moderately,Yes,1,Yes,1,3,User-friendly website or app interface,Product quality and accuracy
341,2023/06/04 1:28:19 PM GMT+5:370,26,Male,Once a month,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion,Home and Kitchen,others",Yes,Multiple times a day,Keyword,Multiple pages,1,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Heavily,Yes,1,Sometimes,1,1,Product recommendations,Customer service responsiveness
342,2023/06/04 1:28:19 PM GMT+5:371,24,Prefer not to say,Less than once a month,"Clothing and Fashion,others",Sometimes,Rarely,others,First page,4,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,No,Rarely,No,4,Sometimes,4,4,Product recommendations,Customer service responsiveness
343,2023/06/04 1:28:19 PM GMT+5:372,26,Female,Once a month,"Beauty and Personal Care,Clothing and Fashion,Home and Kitchen,others",No,Few times a week,categories,Multiple pages,3,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,No,Rarely,Sometimes,4,No,4,3,Competitive prices,Customer service responsiveness
344,2023/06/04 1:28:19 PM GMT+5:373,29,Male,Less than once a month,"Groceries and Gourmet Food,Beauty and Personal Care,Home and Kitchen",Sometimes,Few times a week,Keyword,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Rarely,No,Moderately,Sometimes,3,Sometimes,2,1,Product recommendations,Reducing packaging waste
345,2023/06/04 1:28:19 PM GMT+5:374,37,Prefer not to say,Few times a month,"Beauty and Personal Care,Clothing and Fashion",Yes,Multiple times a day,Filter,First page,2,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,3,No,3,2,User-friendly website or app interface,Product quality and accuracy
346,2023/06/04 1:28:19 PM GMT+5:375,34,Others,Few times a month,Clothing and Fashion,Sometimes,Few times a week,Filter,First page,3,Maybe,Often,Changed my mind or no longer need the item,Often,No,Moderately,Yes,3,No,3,3,User-friendly website or app interface,Customer service responsiveness
347,2023/06/04 1:28:19 PM GMT+5:376,31,Female,Once a month,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion,Home and Kitchen,others",Yes,Few times a week,Keyword,Multiple pages,1,Maybe,Often,Found a better price elsewhere,Often,No,Heavily,Yes,2,Sometimes,3,1,Competitive prices,Customer service responsiveness
348,2023/06/04 1:28:19 PM GMT+5:377,27,Male,Multiple times a week,"Beauty and Personal Care,Clothing and Fashion",No,Few times a month,categories,First page,3,Yes,Always,Changed my mind or no longer need the item,Often,No,Moderately,Yes,2,Yes,2,2,Product recommendations,Customer service responsiveness
349,2023/06/04 1:28:19 PM GMT+5:378,23,Male,Once a month,"Clothing and Fashion,Home and Kitchen,others",Sometimes,Few times a month,categories,First page,3,No,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,No,2,Yes,1,2,Wide product selection,Product quality and accuracy
350,2023/06/04 1:28:19 PM GMT+5:379,21,Prefer not to say,Once a month,"Beauty and Personal Care,Home and Kitchen,others",Sometimes,Few times a month,categories,First page,3,Maybe,Always,Found a better price elsewhere,Often,Yes,Heavily,Yes,2,No,2,2,Wide product selection,Customer service responsiveness
351,2023/06/04 1:28:19 PM GMT+5:380,53,Male,Less than once a month,"Groceries and Gourmet Food,Home and Kitchen",Yes,Few times a week,Keyword,Multiple pages,2,Yes,Often,Found a better price elsewhere,Often,No,Moderately,Sometimes,1,Sometimes,2,1,Wide product selection,Customer service responsiveness
352,2023/06/04 1:28:19 PM GMT+5:381,26,Prefer not to say,Once a month,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion,others",No,Few times a week,Keyword,Multiple pages,2,Maybe,Often,Changed my mind or no longer need the item,Often,Yes,Occasionally,Yes,3,Sometimes,2,2,Competitive prices,Shipping speed and reliability
353,2023/06/04 1:28:19 PM GMT+5:382,28,Prefer not to say,Few times a month,"Beauty and Personal Care,Clothing and Fashion,Home and Kitchen",Sometimes,Few times a month,categories,First page,3,No,Sometimes,Changed my mind or no longer need the item,Often,No,Moderately,Sometimes,2,Yes,2,2,Competitive prices,Customer service responsiveness
354,2023/06/04 1:28:19 PM GMT+5:383,47,Female,Once a month,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion,Home and Kitchen,others",Yes,Multiple times a day,Keyword,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,2,Sometimes,3,2,Competitive prices,Customer service responsiveness
355,2023/06/04 1:28:19 PM GMT+5:384,37,Prefer not to say,Once a week,"Clothing and Fashion,Home and Kitchen,others",Yes,Multiple times a day,Keyword,Multiple pages,1,Yes,Always,Found a better price elsewhere,Often,Yes,Heavily,Yes,2,No,2,2,Competitive prices,Product quality and accuracy
356,2023/06/04 1:28:19 PM GMT+5:385,37,Prefer not to say,Once a week,"Groceries and Gourmet Food,Beauty and Personal Care,others",Sometimes,Few times a week,Filter,Multiple pages,1,No,Often,Found a better price elsewhere,Often,Yes,Heavily,No,3,No,1,1,Product recommendations,Shipping speed and reliability
357,2023/06/04 1:28:19 PM GMT+5:386,39,Male,Less than once a month,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion,Home and Kitchen,others",Yes,Few times a week,Keyword,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Often,Yes,Rarely,Sometimes,5,Sometimes,3,2,Competitive prices,Shipping speed and reliability
358,2023/06/04 1:28:19 PM GMT+5:387,40,Prefer not to say,Few times a month,"Groceries and Gourmet Food,Clothing and Fashion",No,Few times a month,categories,First page,3,No,Often,Found a better price elsewhere,Sometimes,No,Moderately,Sometimes,2,No,2,3,Wide product selection,Customer service responsiveness
359,2023/06/04 1:28:19 PM GMT+5:388,23,Female,Few times a month,"Groceries and Gourmet Food,Beauty and Personal Care",Sometimes,Few times a month,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Never,Yes,Moderately,Yes,2,No,2,1,User-friendly website or app interface,Shipping speed and reliability
360,2023/06/04 1:28:19 PM GMT+5:389,25,Prefer not to say,Few times a month,"Clothing and Fashion,Home and Kitchen,others",No,Few times a week,Keyword,Multiple pages,2,Maybe,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,2,No,2,2,Product recommendations,Product quality and accuracy
361,2023/06/04 1:28:19 PM GMT+5:390,34,Female,Multiple times a week,"Beauty and Personal Care,Clothing and Fashion",Yes,Multiple times a day,Keyword,Multiple pages,5,Yes,Always,Changed my mind or no longer need the item,Always,Yes,Rarely,Sometimes,5,Sometimes,4,1,Competitive prices,Customer service responsiveness
362,2023/06/04 1:28:19 PM GMT+5:391,26,Female,Few times a month,"Groceries and Gourmet Food,Clothing and Fashion,Home and Kitchen,others",No,Few times a week,Keyword,Multiple pages,2,Yes,Often,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,2,Sometimes,2,2,Competitive prices,Shipping speed and reliability
363,2023/06/04 1:28:19 PM GMT+5:392,31,Prefer not to say,Once a week,"Clothing and Fashion,Home and Kitchen,others",No,Multiple times a day,Keyword,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Moderately,No,4,No,2,3,Product recommendations,Customer service responsiveness
364,2023/06/04 1:28:19 PM GMT+5:393,26,Female,Few times a month,"Clothing and Fashion,Home and Kitchen",Sometimes,Rarely,categories,Multiple pages,4,No,Rarely,Found a better price elsewhere,Sometimes,No,Occasionally,Sometimes,4,No,2,2,Wide product selection,Product quality and accuracy
365,2023/06/04 1:28:19 PM GMT+5:394,34,Female,Few times a month,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion,Home and Kitchen,others",Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Often,Yes,Occasionally,No,2,Sometimes,3,3,Product recommendations,Customer service responsiveness
366,2023/06/04 1:28:19 PM GMT+5:395,18,Female,Few times a month,"Beauty and Personal Care,Clothing and Fashion",Yes,Multiple times a day,Keyword,Multiple pages,3,Maybe,Often,Found a better price elsewhere,Sometimes,No,Occasionally,Sometimes,3,Sometimes,3,1,Wide product selection,Customer service responsiveness
367,2023/06/04 1:28:19 PM GMT+5:396,40,Male,Few times a month,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion",Sometimes,Few times a month,others,Multiple pages,3,No,Often,High shipping costs,Often,No,Moderately,Sometimes,2,Yes,2,2,Product recommendations,Customer service responsiveness
368,2023/06/04 1:28:19 PM GMT+5:397,42,Female,Few times a month,"Clothing and Fashion,Home and Kitchen,others",No,Few times a week,Keyword,First page,3,Maybe,Often,Changed my mind or no longer need the item,Rarely,No,Occasionally,No,3,Sometimes,4,2,Product recommendations,Customer service responsiveness
369,2023/06/04 1:28:19 PM GMT+5:398,35,Prefer not to say,Once a month,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion,Home and Kitchen,others",Sometimes,Multiple times a day,Keyword,Multiple pages,1,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Sometimes,1,Sometimes,2,1,Competitive prices,Customer service responsiveness
370,2023/06/04 1:28:19 PM GMT+5:399,37,Male,Once a month,"Clothing and Fashion,Home and Kitchen,others",No,Few times a week,Filter,First page,3,Yes,Often,Found a better price elsewhere,Sometimes,No,Occasionally,No,2,Sometimes,2,2,Wide product selection,Customer service responsiveness
371,2023/06/04 1:28:19 PM GMT+5:400,46,Male,Less than once a month,"Home and Kitchen,others",Sometimes,Rarely,others,First page,4,Maybe,Never,others,Rarely,No,Rarely,Sometimes,4,Sometimes,4,4,Product recommendations,Product quality and accuracy
372,2023/06/04 1:28:19 PM GMT+5:401,24,Prefer not to say,Few times a month,"Beauty and Personal Care,Clothing and Fashion",Sometimes,Few times a week,Keyword,Multiple pages,5,Maybe,Often,Found a better price elsewhere,Sometimes,No,Rarely,Sometimes,5,Sometimes,4,2,Competitive prices,I don't have any problem with Amazon
373,2023/06/04 1:28:19 PM GMT+5:402,35,Prefer not to say,Once a month,"Groceries and Gourmet Food,Beauty and Personal Care",No,Few times a week,Filter,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Often,Yes,Moderately,No,2,No,3,2,Competitive prices,Product quality and accuracy
374,2023/06/04 1:28:19 PM GMT+5:403,46,Female,Once a month,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion,Home and Kitchen",Sometimes,Few times a week,Filter,First page,2,Maybe,Sometimes,Found a better price elsewhere,Often,No,Moderately,Sometimes,2,No,2,2,Competitive prices,Shipping speed and reliability
375,2023/06/04 1:28:19 PM GMT+5:404,32,Others,Once a month,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion,Home and Kitchen,others",Yes,Multiple times a day,Keyword,Multiple pages,2,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Sometimes,2,Sometimes,2,1,Product recommendations,Customer service responsiveness
376,2023/06/04 1:28:19 PM GMT+5:405,35,Female,Few times a month,"Beauty and Personal Care,Clothing and Fashion,Home and Kitchen",Sometimes,Multiple times a day,Keyword,Multiple pages,2,No,Sometimes,High shipping costs,Often,No,Moderately,Sometimes,2,No,2,2,Product recommendations,Customer service responsiveness
377,2023/06/04 1:28:19 PM GMT+5:406,36,Female,Few times a month,"Beauty and Personal Care,Clothing and Fashion,Home and Kitchen",Yes,Few times a week,Filter,Multiple pages,2,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,No,2,Sometimes,2,1,Wide product selection,Reducing packaging waste
378,2023/06/04 1:28:19 PM GMT+5:407,15,Female,Multiple times a week,"Beauty and Personal Care,Clothing and Fashion,Home and Kitchen",No,Multiple times a day,Keyword,Multiple pages,3,No,Often,High shipping costs,Often,No,Moderately,No,1,Yes,2,2,Wide product selection,Product quality and accuracy
379,2023/06/04 1:28:19 PM GMT+5:408,43,Prefer not to say,Less than once a month,"Groceries and Gourmet Food,Home and Kitchen,others",Sometimes,Rarely,Keyword,Multiple pages,1,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Heavily,Yes,1,Sometimes,3,1,Competitive prices,No problems with Amazon
380,2023/06/04 1:28:19 PM GMT+5:409,20,Prefer not to say,Multiple times a week,"Beauty and Personal Care,Clothing and Fashion,Home and Kitchen,others",Sometimes,Multiple times a day,categories,First page,3,Yes,Often,Found a better price elsewhere,Often,Yes,Moderately,No,4,No,2,2,Product recommendations,Product quality and accuracy
381,2023/06/04 1:28:19 PM GMT+5:410,34,Female,Multiple times a week,"Beauty and Personal Care,Clothing and Fashion,Home and Kitchen",Sometimes,Multiple times a day,categories,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,Sometimes,2,No,1,1,User-friendly website or app interface,Product quality and accuracy
382,2023/06/04 1:28:19 PM GMT+5:411,34,Male,Less than once a month,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion,Home and Kitchen,others",Yes,Few times a month,Keyword,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Often,No,Occasionally,Sometimes,1,Sometimes,3,1,Competitive prices,Customer service responsiveness
383,2023/06/04 1:28:19 PM GMT+5:412,47,Female,Few times a month,"Beauty and Personal Care,Clothing and Fashion,Home and Kitchen,others",No,Multiple times a day,,Multiple pages,1,Maybe,Sometimes,Found a better price elsewhere,Often,No,Moderately,No,2,No,3,2,Wide product selection,Shipping speed and reliability
384,2023/06/04 1:28:19 PM GMT+5:413,25,Female,Few times a month,"Clothing and Fashion,Home and Kitchen,others",Yes,Few times a week,Filter,Multiple pages,3,Yes,Often,Found a better price elsewhere,Sometimes,No,Occasionally,No,2,No,4,3,Product recommendations,Shipping speed and reliability
385,2023/06/04 1:28:19 PM GMT+5:414,21,Prefer not to say,Once a month,"Beauty and Personal Care,Clothing and Fashion",Sometimes,Multiple times a day,Keyword,Multiple pages,1,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Heavily,Yes,3,Sometimes,1,1,Competitive prices,Customer service responsiveness
386,2023/06/04 1:28:19 PM GMT+5:415,24,Prefer not to say,Once a month,"Clothing and Fashion,Home and Kitchen",No,Few times a month,categories,Multiple pages,2,No,Often,Found a better price elsewhere,Sometimes,No,Occasionally,No,3,No,1,1,Competitive prices,Customer service responsiveness
387,2023/06/04 1:28:19 PM GMT+5:416,36,Female,Few times a month,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion",Yes,Few times a month,categories,First page,3,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,Rarely,Sometimes,2,Yes,2,1,Product recommendations,Customer service responsiveness
